model,origin,covariates_used,multivariate_used,mae,rmse,smape,pinball,coverage
Timesfm[baseline],2025-08-01 00:00:00+00:00,False,False,22.3312747280686,28.30086814470709,40.29000999828369,6.015183179937764,0.6805555555555556
Timesfm[baseline],2025-08-02 00:00:00+00:00,False,False,10.078000468501338,15.71750843307448,16.85990107052642,3.5717648003425126,0.9722222222222222
Timesfm[baseline],2025-08-03 00:00:00+00:00,False,False,10.63295819953636,14.576044362929299,32.87522350178766,3.4888251760565203,0.6527777777777778
Timesfm[baseline],2025-08-04 00:00:00+00:00,False,False,7.743821468706484,10.465435538924378,23.12502919829961,2.5109064394162024,0.8194444444444444
Timesfm[baseline],2025-08-05 00:00:00+00:00,False,False,7.139305185388636,9.128241920944545,25.824379751927225,2.229981816344791,0.75
Timesfm[baseline],2025-08-06 00:00:00+00:00,False,False,5.405829957679466,8.103533663544153,18.951433223530444,1.839745398686256,0.875
Timesfm[baseline],2025-08-07 00:00:00+00:00,False,False,11.91683495009387,17.654451084454934,31.458439595212557,4.032866319197196,0.6805555555555556
Timesfm[baseline],2025-08-08 00:00:00+00:00,False,False,8.693570566530582,14.046319314024418,25.30758426853196,3.0647929714491338,0.7916666666666666
Timesfm[baseline],2025-08-09 00:00:00+00:00,False,False,9.02560999393463,13.701708936562417,29.697431279792262,2.7610504139279137,0.6666666666666666
Timesfm[baseline],2025-08-10 00:00:00+00:00,False,False,13.693993261655173,21.997702098415473,35.012244143358714,4.971767783635928,0.5416666666666666
Timesfm[baseline],2025-08-11 00:00:00+00:00,False,False,12.098156487853439,19.513135434823432,27.894000373200594,3.930930140827909,0.8055555555555556
Timesfm[baseline],2025-08-12 00:00:00+00:00,False,False,14.93054471121894,23.24111861113632,27.996529149042864,4.904520282657058,0.75
Timesfm[baseline],2025-08-13 00:00:00+00:00,False,False,11.093188498814902,14.971145768624053,21.880387893155483,3.6261125776649994,0.9166666666666666
Timesfm[baseline],2025-08-14 00:00:00+00:00,False,False,11.066912025875517,15.432496688093416,25.397657929129046,3.6134963454729245,0.8194444444444444
Timesfm[baseline],2025-08-15 00:00:00+00:00,False,False,8.013366520846331,12.019399381686114,19.92920285575935,2.698550249794383,0.7916666666666666
Timesfm[baseline],2025-08-16 00:00:00+00:00,False,False,8.649414292441476,12.149021472987307,22.77349402086868,2.6639507748904054,0.8333333333333334
Timesfm[baseline],2025-08-17 00:00:00+00:00,False,False,10.678845672607421,14.140306651004783,27.959165058910656,3.345867572419437,0.6944444444444444
Timesfm[baseline],2025-08-18 00:00:00+00:00,False,False,11.296588140770243,25.340497992650196,21.024958079586845,4.156250635768161,0.8888888888888888
Timesfm[baseline],2025-08-19 00:00:00+00:00,False,False,29.5578462515937,39.58035105547141,52.48319544779504,9.876825479033554,0.5555555555555556
Timesfm[baseline],2025-08-20 00:00:00+00:00,False,False,11.759309124769986,14.19133624794142,29.683144431440777,3.9635146695007513,0.9305555555555556
Timesfm[baseline],2025-08-21 00:00:00+00:00,False,False,25.308270396479852,38.597867789947,41.153628699545635,9.127653600330708,0.5416666666666666
Timesfm[baseline],2025-08-22 00:00:00+00:00,False,False,10.88389422134117,16.520180923829034,21.369609818033698,3.582151555632367,0.8194444444444444
Timesfm[baseline],2025-08-23 00:00:00+00:00,False,False,8.519507104732373,11.201951616545713,21.17727496097127,2.6796244867937062,0.9305555555555556
Timesfm[baseline],2025-08-24 00:00:00+00:00,False,False,15.036886679684674,22.325169917162206,28.576335632452647,4.855629365444183,0.6944444444444444
Timesfm[baseline],2025-08-25 00:00:00+00:00,False,False,10.689269852108426,14.368746560894063,23.420171397359148,3.7520234029970054,0.9027777777777778
Timesfm[baseline],2025-08-26 00:00:00+00:00,False,False,10.536935504277547,14.286461495339509,24.667812885624084,3.5580598201280758,0.8333333333333334
Timesfm[baseline],2025-08-27 00:00:00+00:00,False,False,8.091948129159432,12.161945529521434,18.32564719169043,2.8768083600350365,0.9027777777777778
Timesfm[baseline],2025-08-28 00:00:00+00:00,False,False,16.723160230848524,22.839961328348664,44.8371415063886,5.971771600658511,0.4027777777777778
