knob,knob_value,knob_label,model,covariates_used,multivariate_used,n_origins,mae_mean,mae_std,rmse_mean,rmse_std,smape_mean,smape_std,pinball_mean,pinball_std,coverage_mean,coverage_std,mase_mean,spike_f1_mean_signal,spike_precision,spike_recall,spike_f1_q90_signal
covariates,[],无协变量,Naive,False,False,29,22.258832614942524,8.790700464012083,29.78492148481186,10.555273173340582,76.74108270677587,25.07811460329354,8.463717228101538,1.831455427714902,0.94683908045977,0.06804812352073328,1.0923394615389945,0.11267605633802817,0.1111111111111111,0.11428571428571428,0.08360548661005879
covariates,[],无协变量,SeasonalNaive,False,False,29,20.377211845466157,7.241201672930021,28.541055815331887,9.47626411657616,88.40509505404253,26.52091889524784,7.092203829848,2.374246770039379,0.8280651340996169,0.13654213719458494,1.0,0.08695652173913045,0.08823529411764706,0.08571428571428572,0.11979166666666666
covariates,[],无协变量,ETS,False,False,29,19.06752130286783,7.377605388959663,25.50008039557826,9.20703007803462,81.4853470514871,20.625744004578902,6.497251726654495,2.248083754433505,0.8424329501915709,0.15966602634891772,0.9357276867644811,0.22556390977443608,0.23809523809523808,0.21428571428571427,0.12043010752688173
covariates,[],无协变量,Theta,False,False,29,20.56300603924367,8.066551370463833,27.554965023031887,10.149771613890879,81.29979606917546,19.512720458016034,6.893528942460449,2.4632841857215304,0.8271072796934867,0.16403518889310545,1.0091177436435619,0.2127659574468085,0.2112676056338028,0.21428571428571427,0.1026694045174538
covariates,[],无协变量,RandomForest,False,False,29,25.978428930901213,16.38532193389453,36.374539354517836,23.447802797010315,78.10297304126733,26.101150019264498,11.074358868507412,7.922280785284826,0.39415708812260547,0.17314261665519085,1.2748765202969268,0.09039548022598869,0.07476635514018691,0.11428571428571428,0.0990990990990991
covariates,[],无协变量,LightGBM,False,False,29,33.72779336054938,43.31466225268047,53.88170992156027,87.97569695705518,82.28250968811918,26.00221252693811,14.524015821888176,20.87557139403102,0.6015325670498084,0.1792838893114295,1.6551721411314506,0.10191082802547773,0.09195402298850575,0.11428571428571428,0.09106830122591944
covariates,[],无协变量,XGBoost,False,False,29,24.071575620120733,10.217260896154508,33.166676512283985,14.136869991730672,78.50975117029756,24.594733424768418,11.868881361099538,5.105000098965121,0.028735632183908046,0.021863433353473804,1.181298786245703,0.10344827586206896,0.08653846153846154,0.12857142857142856,0.11299435028248586
covariates,[],无协变量,TimesFM,False,False,29,15.017629455486325,4.695927009114283,21.43463069339116,7.807643658869529,75.71294749414434,19.65839173435095,4.929358097806212,1.6107474875314824,0.7739463601532568,0.11812717861858149,0.7369815639830866,0.0,0.0,0.0,0.16666666666666666
covariates,[],无协变量,Chronos2,False,False,29,14.936099523675852,5.288928337081194,21.43305373045501,8.019626029624552,75.06234667552297,22.372380892141713,4.850629251641687,1.69792118822159,0.7725095785440613,0.15246894041888512,0.7329805292768289,0.0,0.0,0.0,0.20209059233449478
covariates,[],无协变量,Toto,False,False,29,22.76057529544724,8.067819450679618,40.23330669490577,22.206752171031898,85.13803251260589,20.30730424621437,6.335899375905336,2.0035898380690256,0.7787356321839082,0.12063642930205347,1.1169621962050402,0.02105263157894737,0.04,0.014285714285714285,0.18181818181818182
